,diphenylamine,Irganox L-135,agidol,Irganox L-06,Irganox L-57,Irganox L-67,"PDSC 210С, мин",TPSA,PEOE_VSA9,VSA_EState6,MolMR,PEOE_VSA7,BCUT2D_MWLOW,BCUT2D_LOGPLOW,Chi2v,FpDensityMorgan3,VSA_EState4,TPSA_1,PEOE_VSA9_1,VSA_EState6_1,MolMR_1,PEOE_VSA7_1,BCUT2D_MWLOW_1,BCUT2D_LOGPLOW_1,Chi2v_1,FpDensityMorgan3_1,VSA_EState4_1
0,0.3,0.3,0.0,0.0,0.0,0.0,8.9,12.03,13.7075855617022,-6.860986814478877,56.16670000000003,24.16967483065318,-0.0935193135051783,-2.187906044139961,2.0590169943749475,1.5384615384615383,-1.195313681027966,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806
1,0.9,0.3,0.0,0.0,0.0,0.0,18.7,12.03,13.7075855617022,-6.860986814478877,56.16670000000003,24.16967483065318,-0.0935193135051783,-2.187906044139961,2.0590169943749475,1.5384615384615383,-1.195313681027966,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806
2,0.3,0.9,0.0,0.0,0.0,0.0,18.9,12.03,13.7075855617022,-6.860986814478877,56.16670000000003,24.16967483065318,-0.0935193135051783,-2.187906044139961,2.0590169943749475,1.5384615384615383,-1.195313681027966,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806
3,0.9,0.9,0.0,0.0,0.0,0.0,25.9,12.03,13.7075855617022,-6.860986814478877,56.16670000000003,24.16967483065318,-0.0935193135051783,-2.187906044139961,2.0590169943749475,1.5384615384615383,-1.195313681027966,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806
4,0.3,0.0,0.3,0.0,0.0,0.0,14.2,12.03,13.7075855617022,-6.860986814478877,56.16670000000003,24.16967483065318,-0.0935193135051783,-2.187906044139961,2.0590169943749475,1.5384615384615383,-1.195313681027966,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834
5,0.9,0.0,0.3,0.0,0.0,0.0,18.9,12.03,13.7075855617022,-6.860986814478877,56.16670000000003,24.16967483065318,-0.0935193135051783,-2.187906044139961,2.0590169943749475,1.5384615384615383,-1.195313681027966,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834
6,0.3,0.0,0.9,0.0,0.0,0.0,18.5,12.03,13.7075855617022,-6.860986814478877,56.16670000000003,24.16967483065318,-0.0935193135051783,-2.187906044139961,2.0590169943749475,1.5384615384615383,-1.195313681027966,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834
7,0.9,0.0,0.9,0.0,0.0,0.0,22.3,12.03,13.7075855617022,-6.860986814478877,56.16670000000003,24.16967483065318,-0.0935193135051783,-2.187906044139961,2.0590169943749475,1.5384615384615383,-1.195313681027966,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834
8,0.0,0.3,0.0,0.3,0.0,0.0,15.6,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,3.24,16.44910267404264,-16.657528982903486,110.68000000000004,49.0051799427722,-0.2482706860819834,-2.7510866161048138,4.868033988749896,2.24,-13.811770190329224
9,0.0,0.3,0.0,0.9,0.0,0.0,37.9,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,3.24,16.44910267404264,-16.657528982903486,110.68000000000004,49.0051799427722,-0.2482706860819834,-2.7510866161048138,4.868033988749896,2.24,-13.811770190329224
10,0.0,0.9,0.0,0.3,0.0,0.0,46.3,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,3.24,16.44910267404264,-16.657528982903486,110.68000000000004,49.0051799427722,-0.2482706860819834,-2.7510866161048138,4.868033988749896,2.24,-13.811770190329224
11,0.0,0.9,0.0,0.9,0.0,0.0,62.2,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,3.24,16.44910267404264,-16.657528982903486,110.68000000000004,49.0051799427722,-0.2482706860819834,-2.7510866161048138,4.868033988749896,2.24,-13.811770190329224
12,0.0,0.0,0.3,0.3,0.0,0.0,20.2,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,3.24,16.44910267404264,-16.657528982903486,110.68000000000004,49.0051799427722,-0.2482706860819834,-2.7510866161048138,4.868033988749896,2.24,-13.811770190329224
13,0.0,0.0,0.3,0.9,0.0,0.0,30.5,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,3.24,16.44910267404264,-16.657528982903486,110.68000000000004,49.0051799427722,-0.2482706860819834,-2.7510866161048138,4.868033988749896,2.24,-13.811770190329224
14,0.0,0.0,0.9,0.3,0.0,0.0,37.4,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,3.24,16.44910267404264,-16.657528982903486,110.68000000000004,49.0051799427722,-0.2482706860819834,-2.7510866161048138,4.868033988749896,2.24,-13.811770190329224
15,0.0,0.0,0.9,0.9,0.0,0.0,40.7,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,3.24,16.44910267404264,-16.657528982903486,110.68000000000004,49.0051799427722,-0.2482706860819834,-2.7510866161048138,4.868033988749896,2.24,-13.811770190329224
16,0.0,0.3,0.0,0.0,0.3,0.0,13.4,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,12.03,10.96606844936176,-16.49825563105582,130.36270000000005,69.70238949429304,-0.2492922457870487,-2.686833035668245,5.809016994374948,1.2758620689655171,-28.535372828483247
17,0.0,0.3,0.0,0.0,0.9,0.0,25.5,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,12.03,10.96606844936176,-16.49825563105582,130.36270000000005,69.70238949429304,-0.2492922457870487,-2.686833035668245,5.809016994374948,1.2758620689655171,-28.535372828483247
18,0.0,0.9,0.0,0.0,0.3,0.0,26.1,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,12.03,10.96606844936176,-16.49825563105582,130.36270000000005,69.70238949429304,-0.2492922457870487,-2.686833035668245,5.809016994374948,1.2758620689655171,-28.535372828483247
19,0.0,0.9,0.0,0.0,0.9,0.0,49.5,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,12.03,10.96606844936176,-16.49825563105582,130.36270000000005,69.70238949429304,-0.2492922457870487,-2.686833035668245,5.809016994374948,1.2758620689655171,-28.535372828483247
20,0.0,0.0,0.3,0.0,0.3,0.0,17.4,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,12.03,10.96606844936176,-16.49825563105582,130.36270000000005,69.70238949429304,-0.2492922457870487,-2.686833035668245,5.809016994374948,1.2758620689655171,-28.535372828483247
21,0.0,0.0,0.3,0.0,0.9,0.0,19.6,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,12.03,10.96606844936176,-16.49825563105582,130.36270000000005,69.70238949429304,-0.2492922457870487,-2.686833035668245,5.809016994374948,1.2758620689655171,-28.535372828483247
22,0.0,0.0,0.9,0.0,0.3,0.0,24.2,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,12.03,10.96606844936176,-16.49825563105582,130.36270000000005,69.70238949429304,-0.2492922457870487,-2.686833035668245,5.809016994374948,1.2758620689655171,-28.535372828483247
23,0.0,0.0,0.9,0.0,0.9,0.0,27.4,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,12.03,10.96606844936176,-16.49825563105582,130.36270000000005,69.70238949429304,-0.2492922457870487,-2.686833035668245,5.809016994374948,1.2758620689655171,-28.535372828483247
24,0.0,0.3,0.0,0.0,0.0,0.3,19.8,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,12.03,10.96606844936176,-14.360917622105154,139.56069999999997,48.70344000403809,-0.2492925062441011,-2.570834778540993,4.559016994374948,1.4516129032258065,-8.492446200261304
25,0.0,0.3,0.0,0.0,0.0,0.9,25.3,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,12.03,10.96606844936176,-14.360917622105154,139.56069999999997,48.70344000403809,-0.2492925062441011,-2.570834778540993,4.559016994374948,1.4516129032258065,-8.492446200261304
26,0.0,0.9,0.0,0.0,0.0,0.3,38.9,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,12.03,10.96606844936176,-14.360917622105154,139.56069999999997,48.70344000403809,-0.2492925062441011,-2.570834778540993,4.559016994374948,1.4516129032258065,-8.492446200261304
27,0.0,0.9,0.0,0.0,0.0,0.9,62.9,46.53,12.042019467597168,-5.288935071342536,159.71579999999972,40.2661852165433,-0.249285116520044,-2.606233247319183,5.820705769029128,1.7027027027027026,-18.281937614194806,12.03,10.96606844936176,-14.360917622105154,139.56069999999997,48.70344000403809,-0.2492925062441011,-2.570834778540993,4.559016994374948,1.4516129032258065,-8.492446200261304
28,0.0,0.0,0.3,0.0,0.0,0.3,13.7,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,12.03,10.96606844936176,-14.360917622105154,139.56069999999997,48.70344000403809,-0.2492925062441011,-2.570834778540993,4.559016994374948,1.4516129032258065,-8.492446200261304
29,0.0,0.0,0.3,0.0,0.0,0.9,15.9,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,12.03,10.96606844936176,-14.360917622105154,139.56069999999997,48.70344000403809,-0.2492925062441011,-2.570834778540993,4.559016994374948,1.4516129032258065,-8.492446200261304
30,0.0,0.0,0.9,0.0,0.0,0.3,23.4,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,12.03,10.96606844936176,-14.360917622105154,139.56069999999997,48.70344000403809,-0.2492925062441011,-2.570834778540993,4.559016994374948,1.4516129032258065,-8.492446200261304
31,0.0,0.0,0.9,0.0,0.0,0.9,27.4,20.23,2.7415171123404405,-3.676110166288738,70.24380000000005,28.80877603948323,-0.249222888786549,-2.57473759927872,3.204124145231932,1.875,-14.577967687074834,12.03,10.96606844936176,-14.360917622105154,139.56069999999997,48.70344000403809,-0.2492925062441011,-2.570834778540993,4.559016994374948,1.4516129032258065,-8.492446200261304
